study_id,form,study,binder,sex/gender,date filled,age_days,age_mos,completedby,respname,respno,reactmd,arehngry,aretired,becarefl,bequiet,claphand,cgdiaper,comehere,mdhome,wantmore,dontdo,dontouch,getup,givemom,givehug,givekiss,goget,goodgb,holdstil,gobyebye,lookhere,openmth,sitdown,spitout,stopit,gonight,throwbll,litpiggy,wantride,imitate,label,baabaa,choochoo,cockddld,grr,meow,moo,ouch,quackqck,uhoh,vroom,woofwoof,yumyum,animal,bear,bee,bird,bug,bunny,buttrfly,cat,chicken1,cow,deer,dog,donkey,duck,elephant,fish1,frog,giraffe,goose,horse,kitty,lamb,lion,monkey,mouse,owl,penguin,pig,pony,puppy,sheep,squirrel,teddyber,tiger,turkey,turtle,airplane,bicycle,bus,car,firetrck,motrcycl,stroller,train,truck,ball,balloon,block,book,bubbles,doll,pen,toy,apple,banana,bread,butter,cake,candy,carrots,cereal,cheerios,cheese,chicken2,coffee,cookie,cracker,drink1,egg,fish2,food,icecream,juice,meat,milk,noodles,orange1,peas,pizza,raisin,spaghett,toast,water1,beads,bib,boots,button,coat,diaper,dress,hat,jacket,jeans,necklace,pajamas,pants,shirt,shoe,shorts,sock,sweater,zipper,arm,bllybttn,cheek,ear,eye,face,foot,finger,hair,hand,head,knee,leg,mouth,nose,owie,tooth,toe,tongue,tummy,blanket,bottle,bowl,box,broom,brush,clock,comb,cup,dish,fork,glass,glasses,hammer,keys,lamp,light,medicine,money,paper,penny,picture,pillow,plant,plate,purse,radio,scissors,soap,spoon,telephone,toothbrush,towel,trash,vacuum,watch1,bathroom,bathtub,bed,bedroom,chair,couch,crib,door,drawer,garage,highchar,kitchen,livingrm,oven,playpen,potty,refrigerator,rockingchair,sink,stairs,stove,table,tv,window,backyard,beach,church,flower,garden,home,house,moon,outside,park,party,pool,rain,rock,school,shovel,sky,slide1,snow,star,store,sun,swing1,tree,water2,work1,zoo,aunt,baby,babysttr,babysittername,boy,brother,child,daddy,girl,grandma,grandpa,lady,man,mommy,childname,people,person,sister,teacher,uncle,bath,breakfst,bye,dinner,dont,hello,hi,lunch,nap,nghtnght,no,patycak,peekaboo,please,shh,thankyou,wait,wanna,yes,bite,blow,break,bring,bump,clean1,close,cry,dance,draw,drink2,drive,eat,fall,feed,finish,get,give,go,help,hit,hug,hurry,jump,kick,kiss,look,love,open,play,pull,push,put,read,ride,run,say,see,show,sing,sleep,smile,splash,stop,swim,swing2,take,throw,tickle,touch,watch2,walk,wash,wipe,write,day,later,morning,night,now,today,tomorrow,tonight,allgone,asleep,bad,big,blue,broken,careful,clean2,cold,cute,dark,dirty,dry2,empty,fast,fine,gentle,good,happy,hard,hot,hungry,hurt,little,naughty,nice,old,pretty,red,scared,sick,sleepy,soft,thirsty,tired,wet,yucky,her,his,i,it,me,mine,my,that,this,you,your,how,what,when,where,who,why,away,back,down,in,inside,off,on,out,there,underprep,upprep,allquant,another,more,none,notquant,other,same,some,armshow,reachout,points,waves,pickup,shakhead,nodhead,showhush,request,blowkiss,smacklip,shrugs,playpeek,patycak2,sobig,chase,dosing,dodance,eatspoon,drinkcup,combhair,bshteeth,wipeface,puthat,putshoe,putwatch,ptdsleep,blowhot,flyplane,ptndtele,snifflow,pushcar,throwges,ptndpour,ptndstir,putobed,cover,feedbotl,feedspon,brushit,burbit,pushit,rockit,kissit,dressit,wipeit,talkit,diaperit,sweep,putkey,pound,usesaw,type,ptndread,dovacuum,waterplt,playmus,ptnddriv,washdish,usecloth,usepen,dig,wearglas,playpretend,id,Comp_items,Comp_items_tot,Prod_items,subnum,Sex,border,numkids,Ethnicity,race,eth,momed,hollingshead,age,Comp,Compptile,Prod,Prodptile,Totgest,Totgestptile,Phrases,Phrasesptile
10055,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-06-20,465,15,NA,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,s,s,1,2,,,,1,1,2,2,2,1,,1,,1,1,,1,,1,,1,1,2,,1,1,2,,,,1,1,,,1,,,,1,,,,1,1,,,,1,,,2,,,2,,,2,2,,2,2,2,,1,,2,1,,2,1,,,,2,1,,2,,1,,,,1,2,,1,,,,,,,,2,,,,,,1,,1,,,,1,,,2,,2,,,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,,1,2,2,2,1,,,1,,1,1,,,,1,,1,,1,,1,,1,1,1,,1,1,1,,,1,1,1,,1,1,1,,1,1,,1,1,1,1,1,,,1,,,,2,,1,,1,,1,1,,,,1,1,,1,,,1,1,,1,,1,,,,1,,,1,1,1,1,2,,,,2,,,,,,2,1,1,,,,2,1,,,2,,,1,1,2,1,,1,2,,1,2,2,2,2,2,2,2,,,2,1,,,1,,,,1,1,,1,,,,,1,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,,,,,2,2,,,,2,,,,,,,,,,1,1,,1,1,,,1,1,,,1,1,,,,,o,o,o,o,o,o,o,o,o,o,o,o,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,10055,127,170,43,10055,F,2,3,W,W,NA,16,53,15,170,49,41,63,59,98,26,75
10056,english_wg,totlot2,totlot2_15-17m_2.pdf,M,2005-07-01,474,15,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,,1,,1,1,,1,1,s,,2,1,,,2,2,2,2,2,2,2,1,,,1,1,,,,1,,1,,1,,1,1,1,,,,1,1,,,1,,1,,1,,,1,,,,,,1,1,1,2,1,1,1,1,1,,1,,1,1,,,1,1,2,2,,,,,,1,2,,,2,2,,,,,1,2,,1,,,,1,1,,,1,,1,,,,1,,2,,,,,,,2,,2,,,,1,,1,1,,1,,1,1,1,,,,1,2,2,,1,1,,,,,,1,1,,1,,,,1,,,,1,,,,,,,,,,,,,,1,1,,,,,1,1,,1,,,,2,,,1,1,,,,,1,1,,,,,,,,,,1,,1,,1,1,,,,,1,,,,,,1,,,1,,1,,,2,2,,,,,,2,,2,2,,,2,2,,,,,,1,,1,,1,1,2,1,1,1,1,,1,2,2,1,,,,,,,,,,,1,1,,,,1,,,,1,1,,,1,,,,,1,1,,1,,,,,1,,,,,,,1,,,1,,,,1,1,1,1,2,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,2,1,,,,1,,,,,,1,1,,,,2,,,,,,,,,,,,,,,1,,,1,1,,,,1,1,1,,,1,,,2,,,,,,,,,,,n,n,,s,,n,,1,,1,1,0,1,,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,1,1,0,,1,0,0,1,1,,1,,10056,109,144,35,10056,M,1,2,W,W,NA,15,32,15,147,52,37,74,30,25,24,70
10057,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-07-30,492,16,NA,1,1,1,1,1,,,1,,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,,1,,,,1,o,n,1,2,1,1,1,2,1,1,2,,1,2,1,1,1,2,,1,1,2,1,1,,2,,1,1,1,1,1,1,1,2,1,1,1,1,2,,1,1,2,1,,1,1,,1,2,1,,2,1,1,1,2,1,2,1,1,2,2,1,,1,2,2,1,1,1,,1,,1,,,,1,1,1,1,,1,1,1,,2,1,1,,2,,,1,2,,1,,1,1,1,,2,,,1,1,1,1,2,1,2,,1,1,1,,1,,1,1,,2,1,1,1,,1,2,1,,2,1,1,1,2,1,1,1,,1,1,1,2,1,1,1,1,1,1,1,,,1,,1,2,1,1,,,,1,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,,1,1,1,1,2,1,1,,,1,1,1,1,2,1,1,,,1,1,,1,1,1,,2,1,1,1,2,2,,1,,2,,,,,,2,,,,,,2,1,1,1,1,,,1,1,2,1,1,2,2,1,1,1,1,,2,2,1,2,1,1,1,1,1,,1,,,1,1,1,,1,,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,,,1,,,,1,,1,1,,,1,,1,,1,,,1,1,,1,1,1,,1,1,,1,,,,,,,,1,1,1,1,1,1,,,1,,1,,,1,1,1,1,,1,,1,,,,1,1,1,1,1,1,1,1,1,1,,1,1,,1,,,1,o,o,o,o,o,s,s,n,s,n,s,s,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,10057,243,288,45,10057,F,2,2,A,A,NA,16,63,16,289,79,45,53,33,15,19,25
10058,english_wg,totlot2,totlot2_15-17m_2.pdf,M,2005-07-04,475,15,NA,1,1,1,1,,1,1,1,,,1,,1,1,1,1,1,,1,,1,1,1,,1,,,,1,1,,,s,1,1,,,1,,,1,,,2,,,1,,1,1,,1,1,,1,,2,,1,1,2,1,1,,1,1,,,,,1,,1,,1,1,1,1,1,1,,1,1,2,1,1,1,1,1,1,1,1,1,,,,1,1,,1,,,,,,1,,1,1,,,2,1,,,1,,,,1,,1,,,,,1,1,,1,,1,,1,1,1,,,,1,1,1,1,1,1,,1,1,1,,,1,,1,1,1,1,1,,,,1,,1,1,1,1,,1,1,1,1,1,1,,1,,1,,1,,1,,2,,,,,,,,1,,,,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,,,1,1,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,1,1,,1,,,,1,1,1,,,1,,1,,1,1,,,,1,1,,1,,1,,1,,,,,1,,,,,1,2,,,1,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,s,n,n,n,n,n,n,n,1,,,1,0,1,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,10058,129,136,7,10058,M,1,3,W,W,NA,18,64,15,109,32,6,27,0,0,17,35
10059,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-07-14,489,16,NA,1,1,1,,,,,1,1,1,1,1,,1,,1,1,1,1,,,1,1,1,1,1,,1,1,1,,s,s,2,,,2,,,,,2,,2,2,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,2,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,2,1,,,,,,1,2,,,,,2,,,,2,1,1,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,1,,1,1,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,o,,,,o,s,s,n,,n,s,n,1,1,0,1,1,1,,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,,10059,30,47,17,10059,F,1,1,A,A,NA,12,43,16,50,0,19,23,37,24,18,23
10060,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-06-21,463,15,NA,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,,,1,1,,1,s,s,,,,2,2,1,,2,1,,2,1,,,,,,1,,1,,,,1,,1,,,,,,,1,,,,,,1,1,,1,,,1,,,,,,,1,,,1,,,2,2,1,,1,2,,,1,,,,,,,,1,,,,1,1,1,,,1,,1,,1,,,,1,,,,1,,1,,,1,1,,1,,,,1,,,1,,1,,,,1,,1,1,,1,,1,,1,,,1,1,,,1,,1,1,1,,,,1,,,1,,1,,1,,,,,,,,,,,,,,,,,1,1,1,,1,,,1,1,1,,,,1,,,,1,,,,,,1,,1,,,,1,,,,,1,,1,,,,1,,,,,,,,1,,,,,,,1,,,,2,,,,1,,2,,,,,,2,1,,,,,,1,,1,,,2,,,1,1,1,,1,1,,1,,,1,,,,1,,,,,1,,1,,1,,,,1,1,1,,,1,,,,1,,,,,,,,1,,,,,,,1,,,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,o,o,o,o,o,o,o,n,o,,s,,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,10060,97,108,11,10060,F,1,2,W,W,NA,16,.,15,109,25,12,29,51,85,20,40
10061,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-07-12,482,15,NA,1,1,1,1,,,,1,1,1,,1,,1,,1,,1,1,1,,1,1,,1,,1,1,,1,,o,s,,,,,2,2,2,,2,,2,2,,2,1,,,,,2,,2,,2,,1,,,,,,,,,,,,,,,,,,,1,,,,,2,,2,,,,,,2,2,,2,2,,,,2,2,,,,,,,,1,,,,1,1,,,1,,1,,,,,,,,,,1,,,,,,1,1,2,,,,,,,2,,,,,,1,,2,1,,1,,,,2,,1,1,1,2,,1,,,,,,,1,1,,,2,,1,,1,,1,,,,,,,,,,1,,,,,1,1,1,,,,,1,,2,1,,1,1,1,,,,,,,,1,1,,,,,,,,,,,1,,,,,1,1,,1,,,,,,,,1,,,,,1,,,,,,2,,2,,2,,2,2,,,2,2,,,,,,2,,2,,,1,2,1,,1,2,,2,2,2,2,,,2,,,,,,1,1,,1,,1,,1,,,,1,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,1,1,,,1,,1,,2,,,,,,,,,,,,,1,,1,,1,1,,1,1,1,,,,,1,,,,1,,,,,2,1,,2,,1,,,2,,,2,,,,,,o,o,,,,o,s,n,s,o,o,n,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,,1,0,0,1,1,0,1,1,0,1,1,10061,74,120,46,10061,F,2,2,B,B,NA,16,63,15,125,32,46,66,42,58,16,23
10063,english_wg,totlot2,totlot2_15-17m_2.pdf,M,2005-06-16,463,15,NA,1,1,1,,,1,1,1,1,1,1,,,1,,1,,,,,,,1,1,1,,,1,1,1,1,o,s,1,,2,,2,1,1,2,,2,1,1,,1,1,1,1,1,1,2,1,1,,2,1,1,1,1,1,1,,1,1,,1,1,1,1,,1,,,1,1,,,1,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,1,,1,1,1,,1,,1,,,2,1,2,1,1,1,1,,,,1,,,,1,1,1,,,1,1,1,1,1,1,1,1,,2,1,,,1,1,1,1,,2,,1,1,1,2,1,1,,1,1,1,1,1,,1,,1,,1,1,,1,1,1,1,1,2,2,1,,2,,,,2,,1,,1,,,,,,,1,,,,,1,1,1,,,,2,,1,1,1,1,1,,1,1,1,1,1,1,,1,1,,1,,1,,,,,,,,,1,,1,1,1,1,1,,1,,1,,1,1,1,,2,1,2,1,1,1,1,,,2,,,1,,,2,1,1,1,,1,,1,1,,,,,1,1,1,1,,,2,1,1,1,1,,1,,1,,,,2,1,,,,1,,2,,,,1,1,1,1,,1,1,1,2,1,,1,,,1,2,,,1,,1,1,,1,1,,1,1,,2,1,1,1,1,1,1,,,2,1,,1,1,1,,,,1,1,,,,,2,1,,,,1,1,,1,,,1,1,,,,1,2,2,,,1,,,,,,,,,,1,1,1,,1,1,,,,,,,,2,2,,,,1,,1,1,,,1,2,,1,2,2,1,,,1,,,1,,,,,,s,s,s,s,s,n,n,n,n,n,n,s,1,,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,10063,196,232,36,10063,M,1,1,W,W,NA,16,63,15,232,82,37,74,24,12,15,28
10064,english_wg,totlot2,totlot2_15-17m_2.pdf,M,2005-08-11,494,16,NA,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,1,,,1,1,1,1,1,,1,1,,1,s,s,,2,,,2,,2,2,2,2,2,,,,,2,,,,1,,,,2,,2,1,2,,1,,,,,,,,,,,,,,1,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,,2,2,2,1,,,,1,2,2,2,,,2,2,1,,2,1,,,,2,,,2,2,1,,,2,,,,,,1,,2,,,,,1,2,2,,2,,1,,1,,2,2,,1,,2,2,1,,,2,2,2,2,2,1,,2,,2,1,,1,1,,2,,2,,2,,2,,2,1,2,1,,1,1,,,,,,2,2,1,1,1,1,,2,1,1,1,1,1,,,2,1,1,,1,,,,2,1,,,2,1,1,1,,,,,1,,1,,2,2,1,,2,,2,,,2,2,,1,,,1,2,2,,1,,2,,2,2,,,2,2,2,2,,,2,,2,,,,,,1,2,1,1,2,2,,1,1,2,,,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10064,51,142,91,10064,M,1,1,B,B,NA,16,.,16,181,53,105,91,40,50,21,45
10065,english_wg,totlot2,totlot2_15-17m_2.pdf,M,2005-07-10,471,15,NA,1,1,1,1,,,,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,1,1,,,1,,1,1,o,s,2,1,2,2,1,2,,2,,2,2,1,2,,1,2,2,1,1,1,1,1,,2,1,2,1,2,2,,,1,1,,,,1,,,2,1,1,1,2,,1,,1,2,2,1,2,1,,1,2,2,2,1,1,,2,2,2,,2,2,2,,,,1,,2,2,2,,2,2,1,,2,2,1,,,2,,,,1,,1,,2,,2,,1,,2,,2,,,,1,1,1,1,,1,,,1,1,,1,1,1,1,1,1,1,1,,1,1,2,,1,2,1,,,2,1,,,1,,,,,,,2,,1,,2,,,1,,1,1,,1,,,,,,2,1,1,1,2,1,1,1,1,1,1,,,1,1,1,1,1,,1,,,,,1,1,,1,,1,1,,,2,,1,1,2,2,,,,1,,,,,1,,,,,1,2,,,,,2,,2,,2,,2,,1,1,,,2,2,,,,,,1,,2,,,1,2,,,1,1,,2,,,2,1,2,,,,,,,,,,1,,,,2,,,,,,1,1,,2,,,,1,,,1,,,,,,,,1,,,,,,,1,,1,,,1,,,1,,1,,,,,,,,,,2,,,,,,,,2,,,1,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,1,1,2,,,1,,,2,,,,,,s,n,o,s,o,n,n,n,s,s,n,n,1,0,0,1,0,1,,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,10065,104,175,71,10065,M,2,2,H,NA,H,16,64,15,178,65,71,90,31,30,19,45
10066,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-07-02,460,15,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,,,,1,,1,,,s,n,,,,,1,1,,2,2,,2,2,,,,,,1,,1,,1,,2,,2,,,2,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,1,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,1,1,,,2,1,,,,,,1,1,2,1,1,2,2,1,1,,1,,1,1,1,2,,,1,,1,,,,,,,,,1,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,2,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,o,o,s,o,s,n,n,n,s,o,n,n,1,0,0,,1,1,,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,10066,47,66,19,10066,F,1,1,W,W,NA,18,.,15,62,11,14,32,25,10,19,35
10067,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-07-18,480,15,NA,1,1,1,1,,1,1,,1,,,1,,,,1,,,1,1,,1,1,,1,,,1,,,1,s,n,2,,1,2,1,2,2,2,2,1,2,1,,2,1,2,2,1,,2,,1,,2,1,2,,2,1,1,,,,,,,,,,,,,1,,,,,,2,,,1,,,1,,,2,2,1,2,2,,,1,2,2,,,,,,,1,1,,,,,,,,1,,,,1,2,,1,,,,,,1,1,,,,2,,,,,,,,,2,,,,,,2,,1,1,,,1,,,,1,,1,2,,1,2,1,2,,,,,,,,,,,,,,,1,,2,1,,,,,,1,,,,,,,1,,,,,,1,1,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,1,,,,1,,,,,1,,,,,,2,,,,,,2,,2,2,,,2,1,,,,,,1,,2,,,,2,,1,2,2,,2,,2,,,,,1,,,1,,,,,,,1,,2,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,1,,,,,,,,,,2,,,,,,o,s,o,s,o,o,n,s,s,s,n,o,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,,10067,56,102,46,10067,F,1,2,W,W,NA,16,61,15,102,23,46,66,33,25,13,15
10091,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2008-02-13,558,18,Mother,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,,s,n,2,,,,,,,,2,,,,,1,,,,1,,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,1,,,,,1,,1,,,1,,,1,1,,1,,1,1,1,,1,1,,,,,1,1,1,1,1,1,1,1,,,1,1,1,,1,1,,1,,,1,1,1,,1,1,1,1,1,1,2,1,,1,1,1,1,1,,1,1,1,,1,,1,1,,1,1,1,1,,,,1,1,1,1,1,,1,1,1,1,,1,1,,1,1,,,,1,,1,,1,,,1,,,,,,1,,,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,,1,1,,,,,1,,,1,,1,1,,,,,,,1,,,,,,,,,1,,,,,,1,,,,1,,,,1,,,,1,,1,,1,1,,,1,1,,,,,,1,1,1,1,,,1,1,1,1,1,,1,,1,,,,1,1,,,,,,,,1,1,1,,1,,,,,,,1,,1,,1,,1,,,,,,,,,,1,,,,1,1,1,,,,1,,1,,1,,1,1,,,,,,,,,,,1,1,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,o,o,o,o,o,o,o,o,o,o,n,n,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,10091,145,148,3,10091,F,2,2,W,W,NA,17,63,16,90,13,2,7,47,60,14,10
10092,english_wg,totlot2,totlot2_18m_10091-.pdf,M,2008-02-13,551,18,Mother,1,1,1,1,1,,,,1,,1,1,,1,,,1,1,,1,,1,,1,1,1,,1,,,,n,n,1,,,,1,1,,2,,,2,1,,,,,,1,,1,,1,,2,,2,,,,,,,1,1,,,,1,,1,,,1,,,,,,,,,1,,,,,,2,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,2,,1,1,,,2,1,,,1,,,1,1,2,,,,2,1,,1,1,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,o,o,s,o,o,o,o,n,s,o,n,n,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,10092,49,59,10,10092,M,2,2,W,W,NA,15,50,16,39,0,4,13,28,12,14,12
